customer_id,month_bucket,activity_id,category,sub_category,channel,owner_type,reason_codes
C005,2024-01,ELL_LEARN_004,Everyday Life & Learning,Learning Community,WhatsApp,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
C005,2024-01,LOY_EVT_013,"Loyalty, Rewards & Access",Customer Day / Branch Events,Branch,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
C005,2024-01,POL_UPD_005,Policy Journey,Policy Updates,WhatsApp,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
C005,2024-01,TRU_TRN_010,Trust & Touchpoints,Transparency Updates,Email,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
C005,2024-02,ELL_FIN_002,Everyday Life & Learning,Personal Finance,WhatsApp,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
C005,2024-03,ELL_FIN_002,Everyday Life & Learning,Personal Finance,WhatsApp,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
C005,2024-04,ELL_FIN_002,Everyday Life & Learning,Personal Finance,WhatsApp,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
C005,2024-04,POL_UPD_005,Policy Journey,Policy Updates,WhatsApp,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
C005,2024-05,ELL_FIN_002,Everyday Life & Learning,Personal Finance,WhatsApp,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
C005,2024-06,ELL_FIN_002,Everyday Life & Learning,Personal Finance,WhatsApp,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
C005,2024-07,ELL_FIN_002,Everyday Life & Learning,Personal Finance,WhatsApp,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
C005,2024-07,POL_UPD_005,Policy Journey,Policy Updates,WhatsApp,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
C005,2024-07,TRU_TRN_010,Trust & Touchpoints,Transparency Updates,Email,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
C005,2024-08,ELL_FIN_002,Everyday Life & Learning,Personal Finance,WhatsApp,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
C005,2024-10,POL_UPD_005,Policy Journey,Policy Updates,WhatsApp,Digital,PASS_ELIGIBILITY|PASS_MODIFIER|PASS_CAP|PASS_SCHEDULE
